ano,clube,jogador,posicao,overall,jogos
2004,Cruzeiro Esporte Clube,Heurelho Gomes,Goleiro,59,5
2004,Cruzeiro Esporte Clube,Doni,Goleiro,58,6
2004,Cruzeiro Esporte Clube,Maicon,Lateral,65,8
2004,Cruzeiro Esporte Clube,Michel Gaúcho,Lateral,55,4
2004,Cruzeiro Esporte Clube,Marcelo Batatais,Zagueiro,64,32
2004,Cruzeiro Esporte Clube,Régis,Zagueiro,58,9
2004,Cruzeiro Esporte Clube,Gladstone,Zagueiro,56,7
2004,Cruzeiro Esporte Clube,Augusto Recife,Volante,65,37
2004,Cruzeiro Esporte Clube,Alex,Meia,79,5
2004,Cruzeiro Esporte Clube,Marcinho,Meia,63,22
2004,Cruzeiro Esporte Clube,Adriano Gabirú,Meia,62,11
2004,Cruzeiro Esporte Clube,Wendel,Ponta,67,37
2004,Cruzeiro Esporte Clube,Fred,Atacante,79,24
2004,Cruzeiro Esporte Clube,Dudu,Atacante,73,17
2004,Cruzeiro Esporte Clube,Lima,Atacante,63,12
2004,Esporte Clube Juventude,Jancarlos,Lateral,65,36
2004,Esporte Clube Juventude,Índio,Zagueiro,65,35
2004,Esporte Clube Juventude,Thiago Silva,Zagueiro,64,28
2004,Esporte Clube Juventude,Naldo,Zagueiro,64,25
2004,Esporte Clube Juventude,Lauro,Volante,61,22
2004,Esporte Clube Juventude,Camazzola,Volante,60,21
2004,Esporte Clube Juventude,Lopes,Meia,72,24
2004,Esporte Clube Juventude,Rafael Ledesma,Meia,60,6
2004,Esporte Clube Juventude,Marcelo Costa,Meia,60,6
2004,Esporte Clube Juventude,Igor Cearense,Meia,60,8
2004,Esporte Clube Juventude,Ederson,Meia,55,4
2004,Esporte Clube Juventude,Zé Rodolpho,Ponta,67,40
2004,Esporte Clube Juventude,Da Silva,Atacante,77,32
2004,Esporte Clube Juventude,Michel Neves,Atacante,61,6
2004,Esporte Clube Juventude,Paulinho,Atacante,57,9
2004,Esporte Clube Juventude,Lê,Atacante,56,6
2004,Esporte Clube Juventude,Marinho,Atacante,55,3
2004,Esporte Clube Vitória,Juninho,Goleiro,68,42
2004,Esporte Clube Vitória,Felipe,Goleiro,58,4
2004,Esporte Clube Vitória,Pedro Silva,Lateral,63,27
2004,Esporte Clube Vitória,Alex Santos,Lateral,60,18
2004,Esporte Clube Vitória,Felipe Saad,Zagueiro,60,21
2004,Esporte Clube Vitória,Nené,Zagueiro,59,13
2004,Esporte Clube Vitória,Milton do Ó,Zagueiro,57,10
2004,Esporte Clube Vitória,Cléber Santana,Meia,71,39
2004,Esporte Clube Vitória,Danilo Bueno,Meia,55,3
2004,Esporte Clube Vitória,Maurício,Meia,55,4
2004,Esporte Clube Vitória,Leandro Domingues,Ponta,67,24
2004,Esporte Clube Vitória,Rafael Moura,Atacante,63,4
2004,Esporte Clube Vitória,Gilmar,Atacante,62,20
2004,Esporte Clube Vitória,Enílton,Atacante,61,6
2004,Esporte Clube Vitória,Leonardo,Atacante,56,5
2004,Esporte Clube Vitória,Hulk,Atacante,55,2
2004,Figueirense Futebol Clube,Édson Bastos,Goleiro,70,40
2004,Figueirense Futebol Clube,Filipe Luís,Lateral,59,17
2004,Figueirense Futebol Clube,Márcio Martins,Zagueiro,58,8
2004,Figueirense Futebol Clube,William de Mattia,Volante,54,1
2004,Figueirense Futebol Clube,Sérgio Manoel,Meia,71,15
2004,Figueirense Futebol Clube,Bilú,Meia,65,30
2004,Figueirense Futebol Clube,Carlos Alberto,Meia,63,24
2004,Figueirense Futebol Clube,Alexandre Gaucho,Ponta,60,6
2004,Figueirense Futebol Clube,Marlon,Atacante,68,24
2004,Figueirense Futebol Clube,André Neles,Atacante,62,5
2004,Figueirense Futebol Clube,Rodrigo Silva,Atacante,62,20
2004,Fluminense Football Club,Fernando Henrique,Goleiro,70,40
2004,Fluminense Football Club,Antônio Carlos,Zagueiro,67,39
2004,Fluminense Football Club,Odvan,Zagueiro,64,32
2004,Fluminense Football Club,Filipe Machado,Zagueiro,54,1
2004,Fluminense Football Club,Marcão,Volante,61,22
2004,Fluminense Football Club,Arouca,Volante,57,9
2004,Fluminense Football Club,Ramon Menezes,Meia,73,25
2004,Fluminense Football Club,Roger Flores,Meia,70,33
2004,Fluminense Football Club,Juliano Mineiro,Meia,54,0
2004,Fluminense Football Club,Edmundo,Atacante,71,19
2004,Fluminense Football Club,Rodrigo Tiuí,Atacante,68,18
2004,Fluminense Football Club,Marcelo Macedo,Atacante,67,15
2004,Fluminense Football Club,Diego Souza,Atacante,66,28
2004,Goiás EC,Harlei,Goleiro,71,44
2004,Goiás EC,Leandro Smith,Lateral,55,4
2004,Goiás EC,André Dias,Zagueiro,67,42
2004,Goiás EC,Josué,Volante,67,41
2004,Goiás EC,Paulo Baier,Meia,75,40
2004,Goiás EC,Rodrigo Tabata,Meia,72,37
2004,Goiás EC,Tiago Fraga,Meia,64,30
2004,Goiás EC,Leandro,Atacante,77,41
2004,Grêmio Foot-Ball Porto Alegrense,Galatto,Goleiro,54,0
2004,Grêmio Foot-Ball Porto Alegrense,George Lucas,Lateral,63,18
2004,Grêmio Foot-Ball Porto Alegrense,Capone,Lateral,56,8
2004,Grêmio Foot-Ball Porto Alegrense,Felipe Baloy,Zagueiro,65,32
2004,Grêmio Foot-Ball Porto Alegrense,Fábio Bilica,Zagueiro,62,24
2004,Grêmio Foot-Ball Porto Alegrense,Cocito,Volante,64,34
2004,Grêmio Foot-Ball Porto Alegrense,Felipe Melo,Volante,62,19
2004,Grêmio Foot-Ball Porto Alegrense,Luciano Santos,Volante,59,18
2004,Grêmio Foot-Ball Porto Alegrense,Emerson,Volante,57,10
2004,Grêmio Foot-Ball Porto Alegrense,Douglas Silva,Volante,56,5
2004,Grêmio Foot-Ball Porto Alegrense,Anderson,Meia,60,6
2004,Grêmio Foot-Ball Porto Alegrense,Bruno,Meia,55,4
2004,Grêmio Foot-Ball Porto Alegrense,Michel Bastos,Ponta,65,19
2004,Grêmio Foot-Ball Porto Alegrense,Cláudio Pitbull,Atacante,81,36
2004,Grêmio Foot-Ball Porto Alegrense,Marciano,Atacante,54,1
2004,Guarani Futebol Clube (SP),Patrick,Lateral,64,33
2004,Guarani Futebol Clube (SP),Mariano,Lateral,55,3
2004,Guarani Futebol Clube (SP),João Leonardo,Zagueiro,61,19
2004,Guarani Futebol Clube (SP),Paulo André,Zagueiro,58,13
2004,Guarani Futebol Clube (SP),Tiago,Zagueiro,55,3
2004,Guarani Futebol Clube (SP),Serginho,Volante,56,7
2004,Guarani Futebol Clube (SP),Netinho,Meia,62,11
2004,Guarani Futebol Clube (SP),Caio,Meia,56,5
2004,Guarani Futebol Clube (SP),Harison,Ponta,65,28
2004,Guarani Futebol Clube (SP),Sandro Hiroshi,Atacante,69,33
2004,Guarani Futebol Clube (SP),Valdir Papel,Atacante,66,18
2004,Guarani Futebol Clube (SP),Willian Bigode,Atacante,56,7
2004,Guarani Futebol Clube (SP),Léo,Atacante,55,4
2004,Paraná Clube,Flávio,Goleiro,70,41
2004,Paraná Clube,Edinho,Lateral,64,29
2004,Paraná Clube,Cláudio Roberto,Lateral,60,21
2004,Paraná Clube,Vicente,Lateral,60,18
2004,Paraná Clube,João Paulo,Zagueiro,60,21
2004,Paraná Clube,João Vitor,Zagueiro,59,15
2004,Paraná Clube,Émerson,Zagueiro,58,13
2004,Paraná Clube,Gelson Baresi,Zagueiro,58,14
2004,Paraná Clube,Beto,Volante,65,33
2004,Paraná Clube,Cristian,Meia,68,30
2004,Paraná Clube,Axel,Meia,66,31
2004,Paraná Clube,Goiano,Meia,59,17
2004,Paraná Clube,Nélio,Meia,55,4
2004,Paraná Clube,Galvão,Atacante,77,42
2004,Paraná Clube,Wellington Paulista,Atacante,57,9
2004,Paraná Clube,Marcelo Passos,Atacante,56,6
2004,Paraná Clube,Alexandre Oliveira,Atacante,55,2
2004,Paraná Clube,Vandinho,Atacante,55,3
2004,Paysandu SC,Paulo Musse,Goleiro,69,41
2004,Paysandu SC,Selmir,Atacante,70,4
2004,Santos FC,Júlio Sérgio,Goleiro,58,7
2004,Santos FC,Léo,Lateral,70,44
2004,Santos FC,Márcio Careca,Lateral,55,2
2004,Santos FC,André Luis,Zagueiro,66,38
2004,Santos FC,Alex,Zagueiro,61,4
2004,Santos FC,Domingos,Zagueiro,61,20
2004,Santos FC,Leonardo,Zagueiro,58,9
2004,Santos FC,Pereira,Zagueiro,55,4
2004,Santos FC,Alcides,Zagueiro,55,2
2004,Santos FC,Paulo Almeida,Volante,56,6
2004,Santos FC,Diego,Meia,81,9
2004,Santos FC,Ricardinho,Meia,75,37
2004,Santos FC,Claiton,Meia,60,9
2004,Santos FC,Renato,Meia,56,5
2004,Santos FC,Lopes,Meia,56,5
2004,Santos FC,Robinho,Ponta,89,37
2004,Santos FC,Paulo César,Ponta,69,36
2004,Santos FC,William,Atacante,66,6
2004,Santos FC,Leandro Machado,Atacante,55,4
2004,Sociedade Esportiva Palmeiras,Sérgio,Goleiro,69,38
2004,Sociedade Esportiva Palmeiras,Marcos,Goleiro,63,5
2004,Sociedade Esportiva Palmeiras,Diego Cavalieri,Goleiro,55,3
2004,Sociedade Esportiva Palmeiras,Baiano,Lateral,68,40
2004,Sociedade Esportiva Palmeiras,Lúcio,Lateral,68,43
2004,Sociedade Esportiva Palmeiras,André Rocha,Lateral,56,5
2004,Sociedade Esportiva Palmeiras,Nen,Zagueiro,68,42
2004,Sociedade Esportiva Palmeiras,Daniel da Silva,Zagueiro,59,16
2004,Sociedade Esportiva Palmeiras,Marcinho Guerreiro,Volante,66,38
2004,Sociedade Esportiva Palmeiras,Corrêa,Volante,66,35
2004,Sociedade Esportiva Palmeiras,Alceu,Volante,61,22
2004,Sociedade Esportiva Palmeiras,Claudecir,Volante,60,10
2004,Sociedade Esportiva Palmeiras,Francis,Volante,55,2
2004,Sociedade Esportiva Palmeiras,Thiago Gentil,Meia,69,27
2004,Sociedade Esportiva Palmeiras,Élson,Meia,67,31
2004,Sociedade Esportiva Palmeiras,Vágner Love,Atacante,84,11
2004,Sociedade Esportiva Palmeiras,Osmar,Atacante,78,18
2004,Sociedade Esportiva Palmeiras,León Muñoz,Atacante,70,9
2004,Sociedade Esportiva Palmeiras,Kahê,Atacante,67,14
2004,Sociedade Esportiva Palmeiras,Renaldo,Atacante,57,11
2004,Sociedade Esportiva Palmeiras,Rafael Marques,Atacante,56,6
2004,Sociedade Esportiva Palmeiras,Alex Afonso,Atacante,54,1
2004,Sport Club Corinthians Paulista,Fábio Costa,Goleiro,71,43
2004,Sport Club Corinthians Paulista,Rubinho,Goleiro,63,3
2004,Sport Club Corinthians Paulista,Coelho,Lateral,64,20
2004,Sport Club Corinthians Paulista,Zé Carlos,Lateral,60,15
2004,Sport Club Corinthians Paulista,Fininho,Lateral,57,10
2004,Sport Club Corinthians Paulista,Anderson,Zagueiro,67,42
2004,Sport Club Corinthians Paulista,Betão,Zagueiro,65,37
2004,Sport Club Corinthians Paulista,Marquinhos,Zagueiro,54,1
2004,Sport Club Corinthians Paulista,Wendel,Volante,67,37
2004,Sport Club Corinthians Paulista,Rosinei,Volante,65,29
2004,Sport Club Corinthians Paulista,Edson Sitta,Volante,64,31
2004,Sport Club Corinthians Paulista,Bruno Octávio,Volante,59,15
2004,Sport Club Corinthians Paulista,Fabrício,Volante,55,2
2004,Sport Club Corinthians Paulista,Renato Abreu,Meia,68,35
2004,Sport Club Corinthians Paulista,Élton,Meia,55,3
2004,Sport Club Corinthians Paulista,Fábio Baiano,Ponta,65,28
2004,Sport Club Corinthians Paulista,Jô,Atacante,72,42
2004,Sport Club Corinthians Paulista,Gil,Atacante,71,40
2004,Sport Club Corinthians Paulista,Marcelo Ramos,Atacante,64,29
2004,Sport Club Corinthians Paulista,Alberto,Atacante,60,12
2004,Sport Club Corinthians Paulista,Wilson,Atacante,56,7
2004,Sport Club Corinthians Paulista,Bobô,Atacante,55,4
2004,Sport Club Internacional,Clemer,Goleiro,70,40
2004,Sport Club Internacional,André,Goleiro,58,8
2004,Sport Club Internacional,Chiquinho,Lateral,66,32
2004,Sport Club Internacional,Élder Granja,Lateral,63,23
2004,Sport Club Internacional,Vinícius,Zagueiro,65,32
2004,Sport Club Internacional,Wilson,Zagueiro,63,28
2004,Sport Club Internacional,Bolívar,Zagueiro,62,27
2004,Sport Club Internacional,Marcelo Sangaletti,Zagueiro,61,23
2004,Sport Club Internacional,Juan Herbella,Zagueiro,56,5
2004,Sport Club Internacional,Marabá,Volante,67,37
2004,Sport Club Internacional,Edinho,Volante,66,40
2004,Sport Club Internacional,Alex,Meia,67,20
2004,Sport Club Internacional,Diego Barcellos,Meia,67,22
2004,Sport Club Internacional,Diego Gavilán,Meia,65,31
2004,Sport Club Internacional,Rodrigo Paulista,Meia,63,8
2004,Sport Club Internacional,Cleiton Xavier,Meia,62,22
2004,Sport Club Internacional,Diogo Barcellos,Meia,61,5
2004,Sport Club Internacional,Wellington,Meia,61,24
2004,Sport Club Internacional,Galego,Ponta,57,11
2004,Sport Club Internacional,Fernandão,Atacante,77,25
2004,Sport Club Internacional,Nilmar,Atacante,71,14
2004,Sport Club Internacional,Rafael Sóbis,Atacante,70,34
2004,Sport Club Internacional,Didi,Atacante,55,4
2004,São Paulo Futebol Clube,Cicinho,Lateral,73,43
2004,São Paulo Futebol Clube,Fábio Santos,Lateral,63,27
2004,São Paulo Futebol Clube,Gustavo Nery,Lateral,63,8
2004,São Paulo Futebol Clube,Diego Lugano,Zagueiro,68,34
2004,São Paulo Futebol Clube,Fabão,Zagueiro,67,38
2004,São Paulo Futebol Clube,Edcarlos,Zagueiro,57,11
2004,São Paulo Futebol Clube,Alê,Volante,63,30
2004,São Paulo Futebol Clube,Renan Teixeira,Volante,63,26
2004,São Paulo Futebol Clube,Danilo,Meia,73,40
2004,São Paulo Futebol Clube,Marquinhos,Meia,64,7
2004,São Paulo Futebol Clube,Nildo,Meia,62,10
2004,São Paulo Futebol Clube,Luís Fabiano,Atacante,75,8
2004,São Paulo Futebol Clube,Diego Tardelli,Atacante,70,29
2005,AD São Caetano (SP),Triguinho,Lateral,68,38
2005,AD São Caetano (SP),Alessandro,Lateral,65,29
2005,AD São Caetano (SP),Douglas,Zagueiro,64,29
2005,AD São Caetano (SP),Emerson,Zagueiro,55,4
2005,AD São Caetano (SP),Claudecir,Volante,66,21
2005,AD São Caetano (SP),Júlio César,Volante,63,28
2005,AD São Caetano (SP),Germano,Volante,55,3
2005,AD São Caetano (SP),Marcinho,Meia,70,1
2005,AD São Caetano (SP),Marcio Richardes,Meia,70,22
2005,AD São Caetano (SP),Lúcio Flávio,Meia,57,10
2005,AD São Caetano (SP),Mateus Borges,Meia,55,2
2005,AD São Caetano (SP),Edu Sales,Atacante,65,3
2005,AD São Caetano (SP),Márcio Mixirica,Atacante,63,18
2005,AD São Caetano (SP),Élton,Atacante,55,2
2005,Associação Atlética Ponte Preta,Lauro,Goleiro,69,40
2005,Associação Atlética Ponte Preta,Aranha,Goleiro,58,4
2005,Associação Atlética Ponte Preta,Bruno Recife,Lateral,67,36
2005,Associação Atlética Ponte Preta,Rafael Santos,Zagueiro,63,23
2005,Associação Atlética Ponte Preta,Thiago Matias,Zagueiro,59,14
2005,Associação Atlética Ponte Preta,Élson,Meia,63,17
2005,Associação Atlética Ponte Preta,Harison,Ponta,64,7
2005,Associação Atlética Ponte Preta,Kahê,Atacante,77,20
2005,Associação Atlética Ponte Preta,Roger Silva,Atacante,75,4
2005,Associação Atlética Ponte Preta,Zé Carlos,Atacante,65,7
2005,Atlético Paranaense,Diego,Goleiro,65,28
2005,Atlético Paranaense,Tiago Cardoso,Goleiro,63,13
2005,Atlético Paranaense,Jancarlos,Lateral,66,27
2005,Atlético Paranaense,André Rocha,Lateral,59,14
2005,Atlético Paranaense,Beto,Lateral,56,5
2005,Atlético Paranaense,Danilo,Zagueiro,67,36
2005,Atlético Paranaense,Marcão,Zagueiro,65,29
2005,Atlético Paranaense,Paulo André,Zagueiro,64,28
2005,Atlético Paranaense,Felipe Baloy,Zagueiro,56,5
2005,Atlético Paranaense,Alan Bahia,Volante,67,30
2005,Atlético Paranaense,Marcus Winícius,Volante,58,11
2005,Atlético Paranaense,Cocito,Volante,57,10
2005,Atlético Paranaense,David Ferreira,Meia,72,24
2005,Atlético Paranaense,Evandro,Meia,67,28
2005,Atlético Paranaense,Fabrício,Meia,66,17
2005,Atlético Paranaense,Cristian,Meia,60,17
2005,Atlético Paranaense,Lima,Atacante,80,26
2005,Atlético Paranaense,Schumacher,Atacante,66,11
2005,Atlético Paranaense,Denis Marques,Atacante,65,14
2005,Atlético Paranaense,Aloisio Chulapa,Atacante,65,15
2005,Atlético Paranaense,Caetano Calil,Atacante,63,12
2005,Atlético Paranaense,Cléo,Atacante,62,5
2005,Atlético Paranaense,Dagoberto,Atacante,60,8
2005,Botafogo de Futebol e Regatas,Max,Goleiro,65,25
2005,Botafogo de Futebol e Regatas,Jefferson,Goleiro,60,7
2005,Botafogo de Futebol e Regatas,Oziel,Lateral,58,11
2005,Botafogo de Futebol e Regatas,Rafael Marques,Zagueiro,67,36
2005,Botafogo de Futebol e Regatas,Rafael Scheidt,Zagueiro,66,36
2005,Botafogo de Futebol e Regatas,Émerson,Zagueiro,61,17
2005,Botafogo de Futebol e Regatas,Juninho,Zagueiro,56,6
2005,Botafogo de Futebol e Regatas,Túlio Guerreiro,Volante,62,13
2005,Botafogo de Futebol e Regatas,Leandro Carvalho,Volante,61,18
2005,Botafogo de Futebol e Regatas,Thiago Xavier,Volante,56,5
2005,Botafogo de Futebol e Regatas,Márcio Gomes,Volante,55,2
2005,Botafogo de Futebol e Regatas,Ramon Menezes,Meia,66,24
2005,Botafogo de Futebol e Regatas,Ruy Cabeção,Meia,63,21
2005,Botafogo de Futebol e Regatas,Almir,Meia,63,22
2005,Botafogo de Futebol e Regatas,Alex Alves,Atacante,78,37
2005,Botafogo de Futebol e Regatas,Caio Ribeiro,Atacante,66,27
2005,Botafogo de Futebol e Regatas,Ricardinho,Atacante,64,23
2005,Brasiliense FC (DF),Márcio Careca,Lateral,66,33
2005,Brasiliense FC (DF),Turatto,Zagueiro,62,18
2005,Brasiliense FC (DF),Régis,Zagueiro,60,14
2005,Brasiliense FC (DF),Cleiton Xavier,Meia,54,1
2005,Brasiliense FC (DF),Dill,Ponta,60,9
2005,Brasiliense FC (DF),Igor Castro,Atacante,75,36
2005,CR Flamengo,Diego,Goleiro,72,42
2005,CR Flamengo,China,Lateral,56,5
2005,CR Flamengo,Augusto Recife,Volante,61,21
2005,CR Flamengo,Renato Abreu,Meia,76,38
2005,CR Flamengo,Jônatas,Meia,66,32
2005,CR Flamengo,Fellype Gabriel,Meia,66,30
2005,CR Flamengo,Vinícius Pacheco,Meia,62,4
2005,CR Flamengo,Caio,Meia,55,4
2005,CR Flamengo,Renato Augusto,Meia,55,2
2005,CR Flamengo,Diego Souza,Atacante,68,22
2005,CR Flamengo,Josafá,Atacante,63,11
2005,CR Flamengo,Fábio Júnior,Atacante,56,5
2005,CR Flamengo,Bruno Mezenga,Atacante,56,5
2005,Clube Atlético Mineiro,Diego Alves,Goleiro,54,1
2005,Clube Atlético Mineiro,Rubens Cardoso,Lateral,67,33
2005,Clube Atlético Mineiro,George Lucas,Lateral,60,19
2005,Clube Atlético Mineiro,Edílson,Lateral,58,5
2005,Clube Atlético Mineiro,Thiago Feltri,Lateral,56,5
2005,Clube Atlético Mineiro,Esquerdinha,Lateral,56,5
2005,Clube Atlético Mineiro,Julio Cáceres,Zagueiro,63,20
2005,Clube Atlético Mineiro,Lima,Zagueiro,62,24
2005,Clube Atlético Mineiro,André Luiz,Zagueiro,57,10
2005,Clube Atlético Mineiro,Marquinhos,Zagueiro,56,7
2005,Clube Atlético Mineiro,Walker,Volante,62,23
2005,Clube Atlético Mineiro,Rafael Miranda,Volante,61,21
2005,Clube Atlético Mineiro,Ataliba,Meia,61,15
2005,Clube Atlético Mineiro,Ramón,Meia,59,14
2005,Clube Atlético Mineiro,Tchô,Meia,55,4
2005,Clube Atlético Mineiro,Rodriguinho,Meia,55,2
2005,Clube Atlético Mineiro,Fábio Baiano,Ponta,62,21
2005,Clube Atlético Mineiro,Livio Prieto,Ponta,55,3
2005,Clube Atlético Mineiro,Éder Luís,Ponta,55,4
2005,Clube Atlético Mineiro,Euller,Atacante,71,26
2005,Clube Atlético Mineiro,Catanha,Atacante,65,16
2005,Clube Atlético Mineiro,Luís Mário,Atacante,63,19
2005,Clube Atlético Mineiro,Quirino,Atacante,61,7
2005,Clube de Regatas Vasco da Gama,Roberto Volpato,Goleiro,67,28
2005,Clube de Regatas Vasco da Gama,Fernandinho,Lateral,65,18
2005,Clube de Regatas Vasco da Gama,Jorginho Paulista,Lateral,57,9
2005,Clube de Regatas Vasco da Gama,Ciro Sena,Zagueiro,58,11
2005,Clube de Regatas Vasco da Gama,Ygor,Volante,62,24
2005,Clube de Regatas Vasco da Gama,Amaral,Volante,60,17
2005,Clube de Regatas Vasco da Gama,Coutinho,Volante,59,5
2005,Clube de Regatas Vasco da Gama,Silva,Volante,56,5
2005,Clube de Regatas Vasco da Gama,Felipe Alves,Volante,55,4
2005,Clube de Regatas Vasco da Gama,Morais,Meia,72,33
2005,Clube de Regatas Vasco da Gama,Têti,Meia,56,7
2005,Clube de Regatas Vasco da Gama,Leozinho,Meia,54,1
2005,Clube de Regatas Vasco da Gama,José Dominguez,Ponta,60,7
2005,Clube de Regatas Vasco da Gama,Muriqui,Ponta,55,2
2005,Clube de Regatas Vasco da Gama,Anderson Costa,Atacante,67,9
2005,Clube de Regatas Vasco da Gama,Elbinho,Atacante,56,5
2005,Clube de Regatas Vasco da Gama,Marco Brito,Atacante,56,7
2005,Clube de Regatas Vasco da Gama,Bruno Meneghel,Atacante,55,3
2005,Coritiba Foot Ball Club,Douglas,Goleiro,64,24
2005,Coritiba Foot Ball Club,Fernando Vizzotto,Goleiro,61,12
2005,Coritiba Foot Ball Club,Ricardinho,Lateral,69,39
2005,Coritiba Foot Ball Club,Rafinha,Lateral,67,13
2005,Coritiba Foot Ball Club,James Dens,Lateral,59,16
2005,Coritiba Foot Ball Club,Rubens Júnior,Lateral,58,13
2005,Coritiba Foot Ball Club,Vágner,Zagueiro,65,28
2005,Coritiba Foot Ball Club,Flávio Rogério,Zagueiro,61,22
2005,Coritiba Foot Ball Club,Reginaldo Nascimento,Volante,65,31
2005,Coritiba Foot Ball Club,Daniel Braga,Volante,60,18
2005,Coritiba Foot Ball Club,Jackson,Meia,70,39
2005,Coritiba Foot Ball Club,Caio,Meia,68,32
2005,Coritiba Foot Ball Club,Capixaba,Meia,68,32
2005,Coritiba Foot Ball Club,Marquinhos,Meia,64,15
2005,Coritiba Foot Ball Club,Márcio Egídio,Meia,62,21
2005,Coritiba Foot Ball Club,Batata,Meia,61,14
2005,Coritiba Foot Ball Club,Anderson Gomes,Ponta,55,3
2005,Coritiba Foot Ball Club,Alcimar,Atacante,67,15
2005,Coritiba Foot Ball Club,Renaldo,Atacante,67,21
2005,Coritiba Foot Ball Club,Tiago Cavalcanti,Atacante,67,16
2005,Coritiba Foot Ball Club,Alexandre Oliveira,Atacante,65,16
2005,Coritiba Foot Ball Club,Marcelo Peabiru,Atacante,63,14
2005,Coritiba Foot Ball Club,Marciano,Atacante,59,15
2005,Cruzeiro Esporte Clube,Fábio,Goleiro,70,39
2005,Cruzeiro Esporte Clube,Artur Moraes,Goleiro,59,3
2005,Cruzeiro Esporte Clube,Patrick,Lateral,60,14
2005,Cruzeiro Esporte Clube,Jonathan,Lateral,60,19
2005,Cruzeiro Esporte Clube,Athirson,Lateral,58,6
2005,Cruzeiro Esporte Clube,Marcelo Batatais,Zagueiro,65,30
2005,Cruzeiro Esporte Clube,Gladstone,Zagueiro,59,4
2005,Cruzeiro Esporte Clube,Argel Fuchs,Zagueiro,57,10
2005,Cruzeiro Esporte Clube,Marabá,Volante,61,21
2005,Cruzeiro Esporte Clube,Adriano Gabirú,Meia,74,39
2005,Cruzeiro Esporte Clube,Lopes,Meia,60,11
2005,Cruzeiro Esporte Clube,Ruy Cabeção,Meia,55,3
2005,Cruzeiro Esporte Clube,Alecsandro,Atacante,78,18
2005,Cruzeiro Esporte Clube,Fred,Atacante,76,19
2005,Cruzeiro Esporte Clube,Tadeu,Atacante,55,2
2005,Esporte Clube Juventude,Doni,Goleiro,64,20
2005,Esporte Clube Juventude,Edu Silva,Lateral,62,2
2005,Esporte Clube Juventude,Fininho,Lateral,56,7
2005,Esporte Clube Juventude,Naldo,Zagueiro,68,9
2005,Esporte Clube Juventude,Índio Alagoano,Zagueiro,59,16
2005,Esporte Clube Juventude,Lauro,Volante,66,28
2005,Esporte Clube Juventude,Camazzola,Volante,59,14
2005,Esporte Clube Juventude,Ederson Tormena,Volante,59,16
2005,Esporte Clube Juventude,Wellington Monteiro,Volante,56,6
2005,Esporte Clube Juventude,Túlio Souza,Volante,54,1
2005,Esporte Clube Juventude,Caíco,Meia,65,23
2005,Esporte Clube Juventude,William Fabro,Meia,65,11
2005,Esporte Clube Juventude,Roger Guerreiro,Meia,65,21
2005,Esporte Clube Juventude,Bruno Lança,Meia,63,18
2005,Esporte Clube Juventude,Zé Rodolpho,Ponta,56,7
